week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,imdb_tconst
2023-01-08,TV (Non-English),5,Woman of the Dead,Woman of the Dead: Season 1,20740000,,,1,False,tt5569404
2023-01-08,TV (Non-English),6,Alchemy of Souls,Alchemy of Souls: Part 2,20510000,,,4,False,tt20859920
2023-01-08,TV (Non-English),7,Alice in Borderland,Alice in Borderland: Season 1,19130000,,,8,False,tt10795658
2023-01-08,TV (Non-English),8,Alpha Males,Alpha Males: Season 1,19090000,,,1,False,tt18482892
2023-01-08,TV (Non-English),10,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 2,14280000,,,1,False,tt15018224
2023-01-01,Films (English),3,Knives Out,,16760000,,,1,False,tt5961976
2023-01-01,Films (English),4,White Noise,,14750000,,,1,False,tt0375210
2023-01-01,Films (English),5,The Invitation,,12200000,,,1,False,tt0070224
2023-01-01,Films (English),7,Trolls,,9980000,,,2,False,tt1679335
2023-01-01,Films (English),8,After Ever Happy,,7220000,,,1,False,tt13070038
2023-01-01,Films (English),9,How the Grinch Stole Christmas,,7190000,,,3,False,tt0170016
2023-01-01,Films (English),10,Bullet Train,,6940000,,,5,False,tt0080479
2023-01-01,Films (Non-English),1,7 Women and a Murder,,9980000,,,1,False,tt15206378
2023-01-01,Films (Non-English),2,Troll,,6650000,,,5,False,tt0067883
2023-01-01,Films (Non-English),3,A Not So Merry Christmas,,6220000,,,2,False,tt23808016
2023-01-01,Films (Non-English),4,God's Crooked Lines,,5600000,,,4,False,tt0224005
2023-01-01,Films (Non-English),5,The Big 4,,5440000,,,3,False,tt15528292
2023-01-01,Films (Non-English),6,Double XL,,5240000,,,1,False,tt15614274
2023-01-01,Films (Non-English),7,My Name Is Vendetta,,4390000,,,5,False,tt15229674
2023-01-01,Films (Non-English),8,Mili,,3370000,,,1,False,tt0073391
2023-01-01,Films (Non-English),9,All Quiet on the Western Front,,3320000,,,6,False,tt0020629
2023-01-01,TV (English),1,Wednesday,Wednesday: Season 1,103960000,,,6,False,tt13443470
2023-01-01,TV (English),2,Emily in Paris,Emily in Paris: Season 3,95330000,,,2,False,tt8962124
2023-01-01,TV (English),3,The Witcher: Blood Origin,The Witcher: Blood Origin: Limited Series,64520000,,,2,False,tt12785720
2023-01-01,TV (English),4,Treason,Treason: Limited Series,56060000,,,1,False,tt16450274
2023-01-01,TV (English),5,The Recruit,The Recruit: Season 1,43360000,,,3,False,tt16030542
2023-01-01,TV (English),6,Harry & Meghan,Harry & Meghan: Limited Series,22530000,,,4,False,tt23900194
2023-01-01,TV (English),7,Emily in Paris,Emily in Paris: Season 2,15210000,,,6,False,tt8962124
2023-01-01,TV (English),8,Emily in Paris,Emily in Paris: Season 1,14550000,,,4,False,tt8962124
2023-01-01,TV (English),9,Sonic Prime,Sonic Prime: Season 1,13400000,,,3,False,tt13961348
2023-01-01,TV (English),10,Firefly Lane,Firefly Lane: Season 2,12770000,,,5,False,tt9012876
2023-01-01,TV (Non-English),1,Alice in Borderland,Alice in Borderland: Season 2,74300000,,,2,False,tt10795658
2023-01-01,TV (Non-English),2,Alice in Borderland,Alice in Borderland: Season 1,30220000,,,7,False,tt10795658
2023-01-01,TV (Non-English),3,The Glory,The Glory: Season 1,25410000,,,1,False,tt21344706
2023-01-01,TV (Non-English),4,Daughter From Another Mother,Daughter From Another Mother: Season 3,22490000,,,1,False,tt11937732
2023-01-01,TV (Non-English),5,La Reina del Sur,La Reina del Sur: Season 3,22410000,,,1,False,tt1704637
2023-01-01,TV (Non-English),6,Alchemy of Souls,Alchemy of Souls: Part 2,17170000,,,3,False,tt20859920
2023-01-01,TV (Non-English),10,Reborn Rich,,11980000,,,6,False,tt18352538
2022-12-25,Films (English),2,The Volcano: Rescue from Whakaari,,25110000,,,2,False,tt21439528
2022-12-25,Films (English),4,How the Grinch Stole Christmas,,12680000,,,2,False,tt0170016
2022-12-25,Films (English),5,A Bad Moms Christmas,,10890000,,,1,False,tt6359956
2022-12-25,Films (English),6,I Believe in Santa,,10090000,,,2,False,tt19631454
2022-12-25,Films (English),7,The Christmas Chronicles,,9840000,,,5,False,tt2990140
2022-12-25,Films (English),8,Falling for Christmas,,7910000,,,6,False,tt14715170
2022-12-25,Films (English),9,Bullet Train,,7250000,,,4,False,tt0080479
2022-12-25,Films (English),10,The Christmas Chronicles: Part Two,,7170000,,,4,False,tt11057644
2022-12-25,Films (Non-English),1,The Big 4,,19740000,,,2,False,tt15528292
2022-12-25,Films (Non-English),2,A Not So Merry Christmas,,17820000,,,1,False,tt23808016
2022-12-25,Films (Non-English),3,Private Lesson,,9860000,,,2,False,tt0197782
2022-12-25,Films (Non-English),4,God's Crooked Lines,,8270000,,,3,False,tt0224005
2022-12-25,Films (Non-English),5,Troll,,7950000,,,4,False,tt0067883
2022-12-25,Films (Non-English),7,My Name Is Vendetta,,3980000,,,4,False,tt15229674
2022-12-25,Films (Non-English),8,The Seven Deadly Sins: Grudge of Edinburgh Part 1,,3180000,,,1,False,tt17677744
2022-12-25,Films (Non-English),9,Doctor G,,3090000,,,2,False,tt9054970
2022-12-25,TV (English),1,Wednesday,Wednesday: Season 1,118540000,,,5,False,tt13443470
2022-12-25,TV (English),2,Emily in Paris,Emily in Paris: Season 3,117610000,,,1,False,tt8962124
2022-12-25,TV (English),3,The Recruit,The Recruit: Season 1,95590000,,,2,False,tt16030542
2022-12-25,TV (English),4,Harry & Meghan,Harry & Meghan: Limited Series,39740000,,,3,False,tt23900194
2022-12-25,TV (English),5,Sonic Prime,Sonic Prime: Season 1,26410000,,,2,False,tt13961348
2022-12-25,TV (English),6,Too Hot to Handle,Too Hot to Handle: Season 4,16640000,,,3,False,tt12004280
2022-12-25,TV (English),7,The Witcher: Blood Origin,The Witcher: Blood Origin: Limited Series,15870000,,,1,False,tt12785720
2022-12-25,TV (English),8,I AM A KILLER,I AM A KILLER: Season 4,15820000,,,1,False,tt8300324
2022-12-25,TV (English),9,Firefly Lane,Firefly Lane: Season 2,14200000,,,4,False,tt9012876
2022-12-25,TV (English),10,Emily in Paris,Emily in Paris: Season 1,11500000,,,3,False,tt8962124
2022-12-25,TV (Non-English),1,Alice in Borderland,Alice in Borderland: Season 2,61190000,,,1,False,tt10795658
2022-12-25,TV (Non-English),2,Alice in Borderland,Alice in Borderland: Season 1,18660000,,,6,False,tt10795658
2022-12-25,TV (Non-English),3,Reborn Rich,,17010000,,,5,False,tt18352538
2022-12-25,TV (Non-English),5,Alchemy of Souls,Alchemy of Souls: Part 2,15060000,,,2,False,tt20859920
2022-12-25,TV (Non-English),7,A Storm for Christmas,A Storm for Christmas: Limited Series,13640000,,,2,False,tt15700830
2022-12-25,TV (Non-English),8,Alchemy of Souls,Alchemy of Souls: Part 1,11830000,,,17,False,tt20859920
2022-12-25,TV (Non-English),9,Blood Ties,Blood Ties: Season 1,11660000,,,1,False,tt0808013
2022-12-18,Films (English),2,I Believe in Santa,,19960000,,,1,False,tt19631454
2022-12-18,Films (English),3,Prisoners,,19000000,,,1,False,tt0020291
2022-12-18,Films (English),4,Bullet Train,,13530000,,,3,False,tt0080479
2022-12-18,Films (English),5,Lady Chatterley's Lover,,11090000,,,3,False,tt0047817
2022-12-18,Films (English),6,The Volcano: Rescue from Whakaari,,8940000,,,1,False,tt21439528
2022-12-18,Films (English),7,How the Grinch Stole Christmas,,7530000,,,1,False,tt0170016
2022-12-18,Films (English),8,Falling for Christmas,,6400000,,,5,False,tt14715170
2022-12-18,Films (English),9,Scrooge: A Christmas Carol,,5680000,,,3,False,tt20917338
2022-12-18,Films (English),10,The Noel Diary,,5560000,,,4,False,tt13007592
2022-12-18,Films (Non-English),1,God's Crooked Lines,,27060000,,,2,False,tt0224005
2022-12-18,Films (Non-English),2,The Big 4,,16390000,,,1,False,tt15528292
2022-12-18,Films (Non-English),3,Troll,,16270000,,,3,False,tt0067883
2022-12-18,Films (Non-English),4,Doctor G,,8830000,,,1,False,tt9054970
2022-12-18,Films (Non-English),5,My Name Is Vendetta,,7230000,,,3,False,tt15229674
2022-12-18,Films (Non-English),6,The Marriage App,,6970000,,,2,False,tt18688184
2022-12-18,Films (Non-English),7,Private Lesson,,4340000,,,1,False,tt0197782
2022-12-18,Films (Non-English),10,Delivery by Christmas,,3120000,,,2,False,tt19723342
2022-12-18,TV (English),1,Wednesday,Wednesday: Season 1,173960000,,,4,False,tt13443470
2022-12-18,TV (English),2,Harry & Meghan,Harry & Meghan: Limited Series,97710000,,,2,False,tt23900194
2022-12-18,TV (English),3,The Recruit,The Recruit: Season 1,52300000,,,1,False,tt16030542
2022-12-18,TV (English),4,Too Hot to Handle,Too Hot to Handle: Season 4,37830000,,,2,False,tt12004280
2022-12-18,TV (English),5,Sonic Prime,Sonic Prime: Season 1,27720000,,,1,False,tt13961348
2022-12-18,TV (English),6,Firefly Lane,Firefly Lane: Season 2,26570000,,,3,False,tt9012876
2022-12-18,TV (English),7,1899,1899: Season 1,17850000,,,5,False,tt9319668
2022-12-18,TV (English),8,The Crown,The Crown: Season 5,13200000,,,6,False,tt4786824
2022-12-18,TV (English),9,Don't Pick Up the Phone,Don't Pick Up the Phone: Limited Series,10780000,,,1,False,tt23826740
2022-12-18,TV (English),10,Firefly Lane,Firefly Lane: Season 1,10660000,,,2,False,tt9012876
2022-12-18,TV (Non-English),2,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,22340000,,,5,False,tt13696452
2022-12-18,TV (Non-English),3,Reborn Rich,,19440000,,,4,False,tt18352538
2022-12-18,TV (Non-English),5,Alchemy of Souls,Alchemy of Souls: Part 1,13500000,,,16,False,tt20859920
2022-12-18,TV (Non-English),6,Alchemy of Souls,Alchemy of Souls: Part 2,13070000,,,1,False,tt20859920
2022-12-18,TV (Non-English),7,A Storm for Christmas,A Storm for Christmas: Limited Series,12330000,,,1,False,tt15700830
2022-12-18,TV (Non-English),8,Lookism,Lookism: Season 1,9960000,,,2,False,tt18562516
2022-12-18,TV (Non-English),9,I Hate Christmas,I Hate Christmas: Season 1,9490000,,,2,False,tt23556972
2022-12-18,TV (Non-English),10,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,9390000,,,8,False,tt22265394
2022-12-11,Films (English),1,Lady Chatterley's Lover,,29030000,,,2,False,tt0047817
2022-12-11,Films (English),3,Bullet Train,,24620000,,,2,False,tt0080479
2022-12-11,Films (English),4,Scrooge: A Christmas Carol,,13050000,,,2,False,tt20917338
2022-12-11,Films (English),5,The Swimmers,,11720000,,,3,False,tt3788392
2022-12-11,Films (English),6,The Noel Diary,,11580000,,,3,False,tt13007592
2022-12-11,Films (English),8,Slumberland,,10380000,,,4,False,tt0854164
2022-12-11,Films (English),10,Emily the Criminal,,9590000,,,1,False,tt15255876
2022-12-11,Films (Non-English),1,Troll,,52270000,,,2,False,tt0067883
2022-12-11,Films (Non-English),2,My Name Is Vendetta,,23590000,,,2,False,tt15229674
2022-12-11,Films (Non-English),3,God's Crooked Lines,,17080000,,,1,False,tt0224005
2022-12-11,Films (Non-English),4,Warriors of Future,,11620000,,,2,False,tt7375466
2022-12-11,Films (Non-English),5,A Man of Action,,11620000,,,2,False,tt0014253
2022-12-11,Films (Non-English),6,Christmas Full of Grace,,8580000,,,2,False,tt23556786
2022-12-11,Films (Non-English),7,Delivery by Christmas,,8100000,,,1,False,tt19723342
2022-12-11,Films (Non-English),8,The Marriage App,,6140000,,,1,False,tt18688184
2022-12-11,Films (Non-English),9,Goodbye,,4370000,,,2,False,tt0114701
2022-12-11,TV (English),1,Wednesday,Wednesday: Season 1,269670000,,,3,False,tt13443470
2022-12-11,TV (English),2,Harry & Meghan,Harry & Meghan: Limited Series,81550000,,,1,False,tt23900194
2022-12-11,TV (English),3,Firefly Lane,Firefly Lane: Season 2,50350000,,,2,False,tt9012876
2022-12-11,TV (English),4,1899,1899: Season 1,27530000,,,4,False,tt9319668
2022-12-11,TV (English),5,Firefly Lane,Firefly Lane: Season 1,20940000,,,1,False,tt9012876
2022-12-11,TV (English),6,Too Hot to Handle,Too Hot to Handle: Season 4,20430000,,,1,False,tt12004280
2022-12-11,TV (English),7,The Crown,The Crown: Season 5,18900000,,,5,False,tt4786824
2022-12-11,TV (English),8,Snack VS. Chef,Snack VS. Chef: Season 1,13870000,,,1,False,tt21840894
2022-12-11,TV (English),9,Dead to Me,Dead to Me: Season 3,11900000,,,4,False,tt8064302
2022-12-11,TV (English),10,Manifest,Manifest: Season 4,10540000,,,6,False,tt14738778
2022-12-11,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,17270000,,,7,False,tt22265394
2022-12-11,TV (Non-English),4,Reborn Rich,,16810000,,,3,False,tt18352538
2022-12-11,TV (Non-English),5,Elite,Elite: Season 6,13400000,,,4,False,tt7134908
2022-12-11,TV (Non-English),6,I Hate Christmas,I Hate Christmas: Season 1,12830000,,,1,False,tt23556972
2022-12-11,TV (Non-English),7,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,12800000,,,4,False,tt13696452
2022-12-11,TV (Non-English),8,Hot Skull,Hot Skull: Season 1,10910000,,,1,False,tt11988676
2022-12-11,TV (Non-English),9,First Love,First Love: Season 1,9060000,,,3,False,tt0103421
2022-12-11,TV (Non-English),10,Lookism,Lookism: Season 1,8050000,,,1,False,tt18562516
2022-12-04,Films (English),1,The Noel Diary,,27630000,,,2,False,tt13007592
2022-12-04,Films (English),2,The Swimmers,,27040000,,,2,False,tt3788392
2022-12-04,Films (English),3,Lady Chatterley's Lover,,20000000,,,1,False,tt0047817
2022-12-04,Films (English),4,Slumberland,,17830000,,,3,False,tt0854164
2022-12-04,Films (English),5,Bullet Train,,11320000,,,1,False,tt0080479
2022-12-04,Films (English),6,Christmas on Mistletoe Farm,,11110000,,,2,False,tt20561114
2022-12-04,Films (English),7,Falling for Christmas,,9080000,,,4,False,tt14715170
2022-12-04,Films (English),9,Scrooge: A Christmas Carol,,8170000,,,1,False,tt20917338
2022-12-04,Films (English),10,Ghislaine Maxwell: Filthy Rich,,7610000,,,2,False,tt22892896
2022-12-04,Films (Non-English),1,Troll,,75860000,,,1,False,tt0067883
2022-12-04,Films (Non-English),2,My Name Is Vendetta,,32490000,,,1,False,tt15229674
2022-12-04,Films (Non-English),3,Christmas Full of Grace,,15330000,,,1,False,tt23556786
2022-12-04,Films (Non-English),4,Warriors of Future,,11970000,,,1,False,tt7375466
2022-12-04,Films (Non-English),5,Lesson Plan,,10990000,,,2,False,tt1740801
2022-12-04,Films (Non-English),7,A Man of Action,,7800000,,,1,False,tt0014253
2022-12-04,Films (Non-English),8,Who's a Good Boy?,,4320000,,,2,False,tt18082726
2022-12-04,Films (Non-English),9,Goodbye,,4090000,,,1,False,tt0114701
2022-12-04,TV (English),1,Wednesday,Wednesday: Season 1,411290000,,,2,False,tt13443470
2022-12-04,TV (English),2,1899,1899: Season 1,44620000,,,3,False,tt9319668
2022-12-04,TV (English),3,Firefly Lane,Firefly Lane: Season 2,29010000,,,1,False,tt9012876
2022-12-04,TV (English),4,The Crown,The Crown: Season 5,27790000,,,4,False,tt4786824
2022-12-04,TV (English),5,Crime Scene: The Texas Killing Fields,Crime Scene: The Texas Killing Fields: Limited Series,23880000,,,1,False,tt23553310
2022-12-04,TV (English),6,Dead to Me,Dead to Me: Season 3,19540000,,,3,False,tt8064302
2022-12-04,TV (English),7,Manifest,Manifest: Season 4,15380000,,,5,False,tt14738778
2022-12-04,TV (English),8,Blood & Water,Blood & Water: Season 3,12690000,,,1,False,tt9839146
2022-12-04,TV (English),9,Manifest,Manifest: Season 1,11660000,,,24,False,tt14738778
2022-12-04,TV (English),10,Little Angel,Little Angel: Volume 1,11180000,,,2,False,tt2102535
2022-12-04,TV (Non-English),3,Elite,Elite: Season 6,22440000,,,3,False,tt7134908
2022-12-04,TV (Non-English),4,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,19470000,,,6,False,tt22265394
2022-12-04,TV (Non-English),5,First Love,First Love: Season 1,12300000,,,2,False,tt0103421
2022-12-04,TV (Non-English),6,Reborn Rich,,12070000,,,2,False,tt18352538
2022-12-04,TV (Non-English),7,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter: Season 1,11270000,,,2,False,tt23037654
2022-12-04,TV (Non-English),8,JoJo's Bizarre Adventure,JoJo's Bizarre Adventure: STONE OCEAN,8770000,,,2,False,tt0248119
2022-12-04,TV (Non-English),9,Chiquititas,,7100000,,,7,False,tt0154063
2022-12-04,TV (Non-English),10,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,5500000,,,21,False,tt20869502
2022-11-27,Films (English),1,Slumberland,,45430000,,,2,False,tt0854164
2022-11-27,Films (English),2,The Noel Diary,,36270000,,,1,False,tt13007592
2022-11-27,Films (English),3,The Swimmers,,22480000,,,1,False,tt3788392
2022-11-27,Films (English),4,The Wonder,,16860000,,,2,False,tt1338709
2022-11-27,Films (English),5,Falling for Christmas,,14980000,,,3,False,tt14715170
2022-11-27,Films (English),6,Christmas with You,,13800000,,,2,False,tt15824322
2022-11-27,Films (English),7,Christmas on Mistletoe Farm,,13470000,,,1,False,tt20561114
2022-11-27,Films (English),8,Enola Holmes 2,,9670000,,,4,False,tt14641788
2022-11-27,Films (English),9,Where the Crawdads Sing,,9640000,,,3,False,tt9411972
2022-11-27,Films (English),10,Ghislaine Maxwell: Filthy Rich,,7290000,,,1,False,tt22892896
2022-11-27,Films (Non-English),1,Lesson Plan,,17310000,,,1,False,tt1740801
2022-11-27,Films (Non-English),3,All Quiet on the Western Front,,4870000,,,5,False,tt0020629
2022-11-27,Films (Non-English),7,Who's a Good Boy?,,3180000,,,1,False,tt18082726
2022-11-27,Films (Non-English),8,Off Track,,2670000,,,1,False,tt0100081
2022-11-27,Films (Non-English),9,Beyond the Universe,,2310000,,,5,False,tt0130503
2022-11-27,Films (Non-English),10,Lost Bullet,,2230000,,,8,False,tt0326749
2022-11-27,TV (English),1,Wednesday,Wednesday: Season 1,341230000,,,1,False,tt13443470
2022-11-27,TV (English),2,1899,1899: Season 1,87890000,,,2,False,tt9319668
2022-11-27,TV (English),3,The Crown,The Crown: Season 5,42360000,,,3,False,tt4786824
2022-11-27,TV (English),4,Dead to Me,Dead to Me: Season 3,33330000,,,2,False,tt8064302
2022-11-27,TV (English),5,Manifest,Manifest: Season 4,21600000,,,4,False,tt14738778
2022-11-27,TV (English),6,Manifest,Manifest: Season 1,15010000,,,23,False,tt14738778
2022-11-27,TV (English),7,"Pepsi, Where's My Jet?","Pepsi, Where's My Jet?: Limited Series",14160000,,,1,False,tt23022276
2022-11-27,TV (English),8,Manifest,Manifest: Season 3,12260000,,,8,False,tt14738778
2022-11-27,TV (English),9,Warrior Nun,Warrior Nun: Season 2,11970000,,,3,False,tt9059350
2022-11-27,TV (English),10,Dead to Me,Dead to Me: Season 1,11940000,,,1,False,tt8064302
2022-11-27,TV (Non-English),1,Elite,Elite: Season 6,48270000,,,2,False,tt7134908
2022-11-27,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,18080000,,,5,False,tt22265394
2022-11-27,TV (Non-English),4,Reborn Rich,,10350000,,,1,False,tt18352538
2022-11-27,TV (Non-English),5,Somebody,Somebody: Season 1,9940000,,,1,False,tt12506950
2022-11-27,TV (Non-English),7,Chiquititas,,7280000,,,6,False,tt0154063
2022-11-27,TV (Non-English),8,First Love,First Love: Season 1,7220000,,,1,False,tt0103421
2022-11-27,TV (Non-English),9,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter: Season 1,6330000,,,1,False,tt23037654
2022-11-27,TV (Non-English),10,Café con aroma de mujer,Café con aroma de mujer: Season 1,6310000,,,28,False,tt0216459
2022-11-20,Films (English),1,Falling for Christmas,,37850000,,,2,False,tt14715170
2022-11-20,Films (English),2,Slumberland,,33370000,,,1,False,tt0854164
2022-11-20,Films (English),3,The Wonder,,26180000,,,1,False,tt1338709
2022-11-20,Films (English),4,Enola Holmes 2,,21420000,,,3,False,tt14641788
2022-11-20,Films (English),5,Where the Crawdads Sing,,20330000,,,2,False,tt9411972
2022-11-20,Films (English),6,Christmas with You,,17930000,,,1,False,tt15824322
2022-11-20,Films (English),8,The Good Nurse,,8800000,,,4,False,tt4273800
2022-11-20,Films (English),9,Enola Holmes,,7610000,,,3,False,tt7846844
2022-11-20,Films (English),10,I Am Vanessa Guillen,,7500000,,,1,False,tt22440764
2022-11-20,Films (Non-English),2,All Quiet on the Western Front,,9490000,,,4,False,tt0020629
2022-11-20,Films (Non-English),3,Lost Bullet,,6870000,,,7,False,tt0326749
2022-11-20,Films (Non-English),4,Beyond the Universe,,6130000,,,4,False,tt0130503
2022-11-20,Films (Non-English),5,"Monica, O My Darling",,5840000,,,2,False,tt15128068
2022-11-20,Films (Non-English),6,Racionais MC's: From the Streets of São Paulo,,4690000,,,1,False,tt22988228
2022-11-20,Films (Non-English),7,The Claus Family 2,,3800000,,,2,False,tt14384176
2022-11-20,Films (Non-English),8,Don't Leave,,3410000,,,2,False,tt18450548
2022-11-20,Films (Non-English),9,The Chalk Line,,3230000,,,4,False,tt12683756
2022-11-20,Films (Non-English),10,The Takeover,,2620000,,,3,False,tt10328322
2022-11-20,TV (English),1,The Crown,The Crown: Season 5,84310000,,,2,False,tt4786824
2022-11-20,TV (English),2,1899,1899: Season 1,79270000,,,1,False,tt9319668
2022-11-20,TV (English),3,Manifest,Manifest: Season 4,35730000,,,3,False,tt14738778
2022-11-20,TV (English),4,Dead to Me,Dead to Me: Season 3,30300000,,,1,False,tt8064302
2022-11-20,TV (English),5,Warrior Nun,Warrior Nun: Season 2,27740000,,,2,False,tt9059350
2022-11-20,TV (English),6,Manifest,Manifest: Season 1,25940000,,,22,False,tt14738778
2022-11-20,TV (English),7,Ancient Apocalypse,Ancient Apocalypse: Season 1,24620000,,,1,False,tt0361148
2022-11-20,TV (English),8,Warrior Nun,Warrior Nun: Season 1,20100000,,,1,False,tt9059350
2022-11-20,TV (English),9,From Scratch,From Scratch: Limited Series,19880000,,,5,False,tt11252254
2022-11-20,TV (English),10,Love Is Blind,Love Is Blind: Season 3,19310000,,,5,False,tt11704040
2022-11-20,TV (Non-English),2,Elite,Elite: Season 6,36870000,,,1,False,tt7134908
2022-11-20,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,15620000,,,4,False,tt22265394
2022-11-20,TV (Non-English),4,Little Women,Little Women: Limited Series,8590000,,,11,False,tt0078643
2022-11-20,TV (Non-English),5,Chiquititas,,7940000,,,5,False,tt0154063
2022-11-20,TV (Non-English),6,Café con aroma de mujer,Café con aroma de mujer: Season 1,6850000,,,27,False,tt0216459
2022-11-20,TV (Non-English),7,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,6780000,,,20,False,tt20869502
2022-11-20,TV (Non-English),9,Love Never Lies: Destination Sardinia,Love Never Lies: Destination Sardinia: Season 1,5420000,,,1,False,tt22941150
2022-11-20,TV (Non-English),10,Dubai Bling,Dubai Bling: Season 1,5400000,,,4,False,tt22071840
2022-11-13,Films (English),1,Enola Holmes 2,,62860000,,,2,False,tt14641788
2022-11-13,Films (English),2,Falling for Christmas,,48360000,,,1,False,tt14715170
2022-11-13,Films (English),3,Enola Holmes,,18650000,,,2,False,tt7846844
2022-11-13,Films (English),4,Medieval,,18230000,,,1,False,tt1391095
2022-11-13,Films (English),5,The Good Nurse,,15060000,,,3,False,tt4273800
2022-11-13,Films (English),7,The Bad Guys,,12190000,,,2,False,tt1693045
2022-11-13,Films (English),8,Where the Crawdads Sing,,10830000,,,1,False,tt9411972
2022-11-13,Films (English),9,The School for Good and Evil,,8850000,,,4,False,tt2935622
2022-11-13,Films (English),10,Hotel Transylvania 2,,7920000,,,2,False,tt0141208
2022-11-13,Films (Non-English),2,All Quiet on the Western Front,,17610000,,,3,False,tt0020629
2022-11-13,Films (Non-English),3,Beyond the Universe,,11250000,,,3,False,tt0130503
2022-11-13,Films (Non-English),4,The Takeover,,8890000,,,2,False,tt10328322
2022-11-13,Films (Non-English),5,The Chalk Line,,6960000,,,3,False,tt12683756
2022-11-13,Films (Non-English),6,The Claus Family 2,,5710000,,,1,False,tt14384176
2022-11-13,Films (Non-English),7,Lost Bullet,,5570000,,,6,False,tt0326749
2022-11-13,Films (Non-English),8,"Monica, O My Darling",,4450000,,,1,False,tt15128068
2022-11-13,Films (Non-English),9,Don't Leave,,3770000,,,1,False,tt18450548
2022-11-13,Films (Non-English),10,20th Century Girl,,3060000,,,4,False,tt15340724
2022-11-13,TV (English),1,The Crown,The Crown: Season 5,107390000,,,1,False,tt4786824
2022-11-13,TV (English),2,Manifest,Manifest: Season 4,74780000,,,2,False,tt14738778
2022-11-13,TV (English),3,Love Is Blind,Love Is Blind: Season 3,47250000,,,4,False,tt11704040
2022-11-13,TV (English),4,Manifest,Manifest: Season 1,41990000,,,21,False,tt14738778
2022-11-13,TV (English),5,From Scratch,From Scratch: Limited Series,31300000,,,4,False,tt11252254
2022-11-13,TV (English),6,Warrior Nun,Warrior Nun: Season 2,26220000,,,1,False,tt9059350
2022-11-13,TV (English),7,Inside Man,Inside Man: Season 1,24970000,,,2,False,tt10948716
2022-11-13,TV (English),8,The Watcher,The Watcher: Season 1,18850000,,,5,False,tt0112218
2022-11-13,TV (English),9,Manifest,Manifest: Season 2,18200000,,,9,False,tt14738778
2022-11-13,TV (English),10,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,18170000,,,3,False,tt8415836
2022-11-13,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,12200000,,,3,False,tt22265394
2022-11-13,TV (Non-English),4,Little Women,Little Women: Limited Series,10330000,,,10,False,tt0078643
2022-11-13,TV (Non-English),5,If Only,If Only: Season 1,8920000,,,3,False,tt0388604
2022-11-13,TV (Non-English),6,Dubai Bling,Dubai Bling: Season 1,8840000,,,3,False,tt22071840
2022-11-13,TV (Non-English),7,Chiquititas,,7400000,,,4,False,tt0154063
2022-11-13,TV (Non-English),8,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,6980000,,,19,False,tt20869502
2022-11-13,TV (Non-English),9,Café con aroma de mujer,Café con aroma de mujer: Season 1,6580000,,,26,False,tt0216459
2022-11-13,TV (Non-English),10,Young Royals,Young Royals: Season 2,6290000,,,2,False,tt14664414
2022-11-06,Films (English),1,Enola Holmes 2,,64080000,,,1,False,tt14641788
2022-11-06,Films (English),2,The Good Nurse,,36780000,,,2,False,tt4273800
2022-11-06,Films (English),3,The School for Good and Evil,,19030000,,,3,False,tt2935622
2022-11-06,Films (English),4,War,,16760000,,,1,False,tt0247812
2022-11-06,Films (English),5,Wild Is the Wind,,16390000,,,2,False,tt0051193
2022-11-06,Films (English),6,The Bad Guys,,15910000,,,1,False,tt1693045
2022-11-06,Films (English),7,Hotel Transylvania 2,,10370000,,,1,False,tt0141208
2022-11-06,Films (English),8,Enola Holmes,,9640000,,,1,False,tt7846844
2022-11-06,Films (English),9,Oblivion,,5860000,,,1,False,tt0110706
2022-11-06,Films (English),10,The Curse of Bridge Hollow,,5030000,,,4,False,tt15289240
2022-11-06,Films (Non-English),1,All Quiet on the Western Front,,39950000,,,2,False,tt0020629
2022-11-06,Films (Non-English),2,The Takeover,,25880000,,,1,False,tt10328322
2022-11-06,Films (Non-English),3,Beyond the Universe,,20550000,,,2,False,tt0130503
2022-11-06,Films (Non-English),4,The Chalk Line,,10360000,,,2,False,tt12683756
2022-11-06,Films (Non-English),5,20th Century Girl,,7550000,,,3,False,tt15340724
2022-11-06,Films (Non-English),6,Hellhole,,6000000,,,2,False,tt0089269
